County,Year,Population,Index Count,Violent Count,Property Count,Firearm Count,Index Rate,Violent Rate,Property Rate,Firearm Rate
Queens,2010,2291352,38808,9725,29083,,1693.7,424.4,1269.3,
Queens,2009,2303205,38925,9299,29626,,1690.0,403.7,1286.3,
Queens,2008,2289695,41349,9689,31660,,1805.9,423.2,1382.7,
Queens,2007,2252334,42630,9846,32784,,1892.7,437.1,1455.6,
Queens,2006,2245375,44108,10102,34006,,1964.4,449.9,1514.5,
Queens,2005,2231815,45122,10250,34872,,2021.8,459.3,1562.5,
Queens,2004,2227863,48142,10323,37819,,2160.9,463.4,1697.5,
Queens,2003,2243164,50442,11106,39336,,2248.7,495.1,1753.6,
Queens,2002,2158613,56889,12625,44264,,2635.4,584.9,2050.6,
Queens,2001,2142146,59338,12991,46347,1870,2770.0,606.4,2163.6,87.3
Queens,2000,2068318,64662,14349,50313,2053,3126.3,693.8,2432.6,99.3
Queens,1999,1983613,70598,15700,54898,2341,3559.1,791.5,2767.6,118.0
Queens,1998,1964518,75665,16492,59173,2459,3851.6,839.5,3012.1,125.2
Queens,1997,1954567,85894,17832,68062,2992,4394.5,912.3,3482.2,153.1
Queens,1996,1959672,93823,18786,75037,4151,4787.7,958.6,3829.1,211.8
Queens,1995,1954319,107935,21789,86146,5438,5522.9,1114.9,4408.0,278.3
Queens,1994,1958772,129050,25412,103638,7559,6588.3,1297.3,5291.0,385.9
Queens,1993,1961718,149016,28565,120451,9488,7596.2,1456.1,6140.1,483.7
Queens,1992,1969950,151896,30816,121080,10936,7710.7,1564.3,6146.3,555.1
Queens,1991,1962456,160205,31821,128384,11173,8163.5,1621.5,6542.0,569.3
Queens,1990,1955125,165179,30441,134738,9832,8448.5,1557.0,6891.5,502.9
Rensselaer,2016,159384,3655,471,3184,87,2293.2,295.5,1997.7,54.6
Rensselaer,2015,159567,4195,546,3649,104,2629.0,342.2,2286.8,65.2
Rensselaer,2014,160303,4259,471,3788,95,2656.8,293.8,2363.0,59.3
Rensselaer,2013,160153,4137,471,3666,90,2583.2,294.1,2289.1,56.2
Rensselaer,2012,160255,4647,447,4200,102,2899.8,278.9,2620.8,63.6
Rensselaer,2011,160146,4687,485,4202,112,2926.7,302.8,2623.9,69.9
Rensselaer,2010,154087,4853,546,4307,93,3149.5,354.3,2795.2,60.4
Rensselaer,2009,155511,4809,513,4296,96,3092.4,329.9,2762.5,61.7
Rensselaer,2008,155621,4770,547,4223,89,3065.1,351.5,2713.6,57.2
Rensselaer,2007,155251,4539,495,4044,84,2923.7,318.8,2604.8,54.1
Rensselaer,2006,155667,4695,559,4136,109,3016.1,359.1,2657.0,70.0
Rensselaer,2005,154298,4421,490,3931,61,2865.2,317.6,2547.7,39.5
Rensselaer,2004,154304,4318,488,3830,52,2798.4,316.3,2482.1,33.7
Rensselaer,2003,153560,4636,528,4108,60,3019.0,343.8,2675.2,39.1
Rensselaer,2002,153993,4953,547,4406,84,3216.4,355.2,2861.2,54.5
Rensselaer,2001,152819,4662,458,4204,59,3050.7,299.7,2751.0,38.6
Rensselaer,2000,157936,4881,481,4400,50,3090.5,304.6,2785.9,31.7
Rensselaer,1999,152868,4774,461,4313,70,3123.0,301.6,2821.4,45.8
Rensselaer,1998,154688,4883,413,4470,42,3156.7,267.0,2889.7,27.2
Rensselaer,1997,156057,5483,531,4952,73,3513.5,340.3,3173.2,46.8
Rensselaer,1996,156474,6044,503,5541,54,3862.6,321.5,3541.2,34.5
Rensselaer,1995,156057,5565,463,5102,49,3566.0,296.7,3269.3,31.4
Rensselaer,1994,156853,5405,483,4922,37,3445.9,307.9,3138.0,23.6
Rensselaer,1993,157098,5678,471,5207,46,3614.3,299.8,3314.5,29.3
Rensselaer,1992,155523,5661,375,5286,26,3640.0,241.1,3398.9,16.7
Rensselaer,1991,155003,5500,459,5041,20,3548.3,296.1,3252.2,12.9
Rensselaer,1990,154429,5438,401,5037,16,3521.4,259.7,3261.7,10.4
Richmond,2016,475474,6313,1589,4724,,1327.7,334.2,993.5,
Richmond,2015,476611,6465,1651,4814,,1356.5,346.4,1010.0,
Richmond,2014,474540.528,6865,1551,5314,,1446.7,326.8,1119.8,
Richmond,2013,470183.056,7234,1658,5576,,1538.5,352.6,1185.9,
Richmond,2012,475282.4808,7146,1664,5482,,1503.5,350.1,1153.4,
Richmond,2011,470837,6801,1428,5373,,1444.4,303.3,1141.2,
Richmond,2010,488456,6819,1351,5468,,1396.0,276.6,1119.4,
Richmond,2009,489575,6962,1303,5659,,1422.0,266.1,1155.9,
Richmond,2008,485719,7508,1325,6183,,1545.7,272.8,1273.0,
Richmond,2007,476771,6839,1337,5502,,1434.4,280.4,1154.0,
Richmond,2006,465405,7136,1408,5728,,1533.3,302.5,1230.8,
Richmond,2005,462594,7065,1499,5566,,1527.3,324.0,1203.2,
Richmond,2004,461775,7102,1419,5683,,1538.0,307.3,1230.7,
Richmond,2003,461590,6957,1297,5660,,1507.2,281.0,1226.2,
Richmond,2002,420404,7848,1426,6422,,1866.8,339.2,1527.6,
Richmond,2001,417196,7693,1479,6214,141,1844.0,354.5,1489.5,33.8
Richmond,2000,402819,8605,1714,6891,242,2136.2,425.5,1710.7,60.1
Richmond,1999,386322,8617,1547,7070,200,2230.5,400.4,1830.1,51.8
Richmond,1998,382604,9060,1855,7205,182,2368.0,484.8,1883.1,47.6
Richmond,1997,380665,11346,2571,8775,271,2980.6,675.4,2305.2,71.2
Richmond,1996,381658,11951,2523,9428,382,3131.3,661.1,2470.3,100.1
Richmond,1995,380616,13829,2749,11080,480,3633.3,722.3,2911.1,126.1
Richmond,1994,381484,17966,3189,14777,764,4709.5,835.9,3873.6,200.3
Richmond,1993,382057,18203,3347,14856,1029,4764.5,876.0,3888.4,269.3
Richmond,1992,382706,18144,3319,14825,1005,4741.0,867.2,3873.7,262.6
Richmond,1991,382201,19809,3127,16682,798,5182.9,818.2,4364.7,208.8
Richmond,1990,380774,21853,3092,18761,675,5739.1,812.0,4927.1,177.3
Rockland,2016,326643,3559,384,3175,30,1089.6,117.6,972.0,9.2
Rockland,2015,326136,3764,483,3281,34,1154.1,148.1,1006.0,10.4
Rockland,2014,323543,3710,370,3340,30,1146.7,114.4,1032.3,9.3
Rockland,2013,319900,3805,395,3410,31,1189.4,123.5,1066.0,9.7
Rockland,2012,316859,4325,501,3824,57,1365.0,158.1,1206.8,18.0
Rockland,2011,313088,4567,554,4013,44,1458.7,176.9,1281.7,14.1
Rockland,2010,298092,4766,460,4306,61,1598.8,154.3,1444.5,20.5
Rockland,2009,299944,4988,473,4515,60,1663.0,157.7,1505.3,20.0
Rockland,2008,298129,5047,542,4505,36,1692.9,181.8,1511.1,12.1
Rockland,2007,295219,4477,545,3932,35,1516.5,184.6,1331.9,11.9
Rockland,2006,293700,4746,507,4239,32,1615.9,172.6,1443.3,10.9
Rockland,2005,294047,4758,541,4217,45,1618.1,184.0,1434.1,15.3
Rockland,2004,293553,5232,571,4661,63,1782.3,194.5,1587.8,21.5
Rockland,2003,292331,4946,554,4392,58,1691.9,189.5,1502.4,19.8
Rockland,2002,289489,5409,649,4760,58,1868.5,224.2,1644.3,20.0
Rockland,2001,287281,6099,719,5380,56,2123.0,250.3,1872.7,19.5
Rockland,2000,296194,6009,635,5374,59,2028.7,214.4,1814.4,19.9
Rockland,1999,281668,6707,739,5968,76,2381.2,262.4,2118.8,27.0
Rockland,1998,280448,7012,710,6302,77,2500.3,253.2,2247.1,27.5
Rockland,1997,274363,7437,746,6691,88,2710.6,271.9,2438.7,32.1
Rockland,1996,275095,7797,658,7139,57,2834.3,239.2,2595.1,20.7
Rockland,1995,274361,8587,767,7820,93,3129.8,279.6,2850.3,33.9
Rockland,1994,271737,7378,659,6719,70,2715.1,242.5,2472.6,25.8
Rockland,1993,272163,7648,618,7030,85,2810.1,227.1,2583.0,31.2
Rockland,1992,267362,7715,730,6985,102,2885.6,273.0,2612.6,38.2
Rockland,1991,266466,7910,787,7123,79,2968.5,295.3,2673.1,29.6
Rockland,1990,265475,8508,709,7799,42,3204.8,267.1,2937.8,15.8
Saratoga,2016,225997,2810,252,2558,13,1243.4,111.5,1131.9,5.8
Saratoga,2015,225720,2841,256,2585,9,1258.6,113.4,1145.2,4.0
Saratoga,2014,225201,2965,165,2800,12,1316.6,73.3,1243.3,5.3
Saratoga,2013,223105,3115,173,2942,22,1396.2,77.5,1318.7,9.9
Saratoga,2012,222074,3241,153,3088,13,1459.4,68.9,1390.5,5.9
Saratoga,2011,220594,3075,132,2943,8,1394.0,59.8,1334.1,3.6
Saratoga,2010,219519,3236,151,3085,4,1474.1,68.8,1405.3,1.8
Saratoga,2009,218936,2923,173,2750,15,1335.1,79.0,1256.1,6.9
Saratoga,2008,217656,3140,161,2979,9,1442.6,74.0,1368.7,4.1
Saratoga,2007,216944,3033,205,2828,5,1398.1,94.5,1303.6,2.3
Saratoga,2006,215434,3287,244,3043,10,1525.8,113.3,1412.5,4.6
Saratoga,2005,213011,2870,269,2601,13,1347.3,126.3,1221.1,6.1
Saratoga,2004,210222,2851,248,2603,11,1356.2,118.0,1238.2,5.2
Saratoga,2003,207487,2629,197,2432,13,1267.1,94.9,1172.1,6.3
Saratoga,2002,202550,2860,262,2598,28,1412.0,129.4,1282.6,13.8
Saratoga,2001,201004,3168,265,2903,32,1576.1,131.8,1444.2,15.9
Saratoga,2000,208293,3026,263,2763,15,1452.8,126.3,1326.5,7.2
Saratoga,1999,197838,2935,218,2717,14,1483.5,110.2,1373.3,7.1
Saratoga,1998,196997,3011,209,2802,8,1528.4,106.1,1422.4,4.1
Saratoga,1997,192531,3152,237,2915,16,1637.1,123.1,1514.0,8.3
Saratoga,1996,193045,4382,524,3858,11,2269.9,271.4,1998.5,5.7
Saratoga,1995,192530,4286,519,3767,16,2226.1,269.6,1956.6,8.3
Saratoga,1994,189002,4154,456,3698,12,2197.9,241.3,1956.6,6.3
Saratoga,1993,189298,4277,517,3760,20,2259.4,273.1,1986.3,10.6
Saratoga,1992,182561,5165,566,4599,23,2829.2,310.0,2519.2,12.6
Saratoga,1991,181951,5292,558,4734,19,2908.5,306.7,2601.8,10.4
Saratoga,1990,181276,5152,476,4676,12,2842.1,262.6,2579.5,6.6
Schenectady,2016,153524,4676,694,3982,104,3045.8,452.0,2593.7,67.7
Schenectady,2015,155634,4619,667,3952,126,2967.9,428.6,2539.3,81.0
Schenectady,2014,155678,5093,599,4494,103,3271.5,384.8,2886.7,66.2
Schenectady,2013,155367,5377,674,4703,116,3460.8,433.8,3027.0,74.7
Schenectady,2012,155895,5591,691,4900,102,3586.4,443.2,3143.1,65.4
Schenectady,2011,155422,5529,687,4842,126,3557.4,442.0,3115.4,81.1
Schenectady,2010,151036,6021,748,5273,145,3986.5,495.2,3491.2,96.0
Schenectady,2009,151942,5830,652,5178,129,3837.0,429.1,3407.9,84.9
Schenectady,2008,151325,5643,740,4903,174,3729.1,489.0,3240.0,115.0
Schenectady,2007,150599,5355,689,4666,133,3555.8,457.5,3098.3,88.3
Schenectady,2006,149477,6185,799,5386,157,4137.8,534.5,3603.2,105.0
Schenectady,2005,148254,5764,708,5056,154,3887.9,477.6,3410.4,103.9
Schenectady,2004,147573,5418,613,4805,125,3671.4,415.4,3256.0,84.7
Schenectady,2003,147370,4788,554,4234,115,3249.0,375.9,2873.0,78.0
Schenectady,2002,147953,5157,563,4594,104,3485.6,380.5,3105.0,70.3
Schenectady,2001,146825,5478,619,4859,111,3731.0,421.6,3309.4,75.6
Schenectady,2000,150037,5285,559,4726,109,3522.5,372.6,3149.9,72.6
Schenectady,1999,145701,5425,570,4855,55,3723.4,391.2,3332.2,37.7
Schenectady,1998,147533,5620,563,5057,64,3809.3,381.6,3427.7,43.4
Schenectady,1997,149311,5676,501,5175,79,3801.5,335.5,3465.9,52.9
Schenectady,1996,149708,6122,557,5565,88,4089.3,372.1,3717.2,58.8
Schenectady,1995,149307,6645,616,6029,91,4450.6,412.6,4038.0,60.9
Schenectady,1994,150601,6813,783,6030,95,4523.9,519.9,4004.0,63.1
Schenectady,1993,150837,6406,744,5662,56,4247.0,493.2,3753.7,37.1
Schenectady,1992,150345,6944,924,6020,64,4618.7,614.6,4004.1,42.6
Schenectady,1991,149842,6364,642,5722,43,4247.1,428.5,3818.7,28.7
Schenectady,1990,149285,5924,387,5537,37,3968.2,259.2,3709.0,24.8
Schoharie,2016,30860,385,36,349,2,1247.6,116.7,1130.9,6.5
Schoharie,2015,31235,402,38,364,5,1287.0,121.7,1165.4,16.0
Schoharie,2014,31691,380,11,369,0,1199.1,34.7,1164.4,0.0
Schoharie,2013,31944,536,27,509,3,1677.9,84.5,1593.4,9.4
Schoharie,2012,32754,494,19,475,4,1508.2,58.0,1450.2,12.2
Schoharie,2011,32896,433,15,418,3,1316.3,45.6,1270.7,9.1
Schoharie,2010,31169,467,17,450,1,1498.3,54.5,1443.7,3.2
Schoharie,2009,31936,572,27,545,3,1791.1,84.5,1706.5,9.4
Schoharie,2008,32113,605,22,583,1,1884.0,68.5,1815.5,3.1
Schoharie,2007,32193,567,33,534,1,1761.3,102.5,1658.7,3.1
Schoharie,2006,32363,479,28,451,2,1480.1,86.5,1393.6,6.2
Schoharie,2005,32058,498,33,465,5,1553.4,102.9,1450.5,15.6
Schoharie,2004,31746,523,45,478,0,1647.5,141.8,1505.7,0.0
Schoharie,2003,31909,648,40,608,3,2030.8,125.4,1905.4,9.4
Schoharie,2002,31884,640,67,573,3,2007.3,210.1,1797.1,9.4
Schoharie,2001,31640,633,46,587,8,2000.6,145.4,1855.2,25.3
Schoharie,2000,33424,555,26,529,1,1660.5,77.8,1582.7,3.0
Schoharie,1999,32476,513,43,470,7,1579.6,132.4,1447.2,21.6
Schoharie,1998,32551,470,33,437,2,1443.9,101.4,1342.5,6.1
Schoharie,1997,32973,526,39,487,1,1595.2,118.3,1477.0,3.0
Schoharie,1996,33062,588,45,543,6,1778.5,136.1,1642.4,18.1
Schoharie,1995,32975,586,51,535,1,1777.1,154.7,1622.4,3.0
Schoharie,1994,32605,540,47,493,0,1656.2,144.1,1512.0,0.0
Schoharie,1993,32656,587,49,538,3,1797.5,150.0,1647.5,9.2
Schoharie,1992,32082,683,59,624,1,2128.9,183.9,1945.0,3.1
Schoharie,1991,31976,741,57,684,1,2317.4,178.3,2139.1,3.1
Schoharie,1990,31859,749,52,697,2,2351.0,163.2,2187.8,6.3
Schuyler,2016,18042,118,13,105,3,654.0,72.1,582.0,16.6
Schuyler,2015,18488,149,14,135,0,805.9,75.7,730.2,0.0
Schuyler,2014,18529,165,10,155,1,890.5,54.0,836.5,5.4
Schuyler,2013,18604,165,14,151,6,886.9,75.3,811.7,32.3
Schuyler,2012,18460,185,21,164,6,1002.2,113.8,888.4,32.5
Schuyler,2011,18425,172,18,154,3,933.5,97.7,835.8,16.3
Schuyler,2010,18455,198,11,187,0,1072.9,59.6,1013.3,0.0
Schuyler,2009,18839,174,18,156,4,923.6,95.5,828.1,21.2
Schuyler,2008,18989,207,15,192,1,1090.1,79.0,1011.1,5.3
Schuyler,2007,19382,167,19,148,1,861.6,98.0,763.6,5.2
Schuyler,2006,19394,213,12,201,1,1098.3,61.9,1036.4,5.2
Schuyler,2005,19533,341,30,311,2,1745.8,153.6,1592.2,10.2
Schuyler,2004,19492,347,12,335,6,1780.2,61.6,1718.7,30.8
Schuyler,2003,19408,322,21,301,5,1659.1,108.2,1550.9,25.8
Schuyler,2002,19407,324,29,295,7,1669.5,149.4,1520.1,36.1
Schuyler,2001,19259,390,31,359,5,2025.0,161.0,1864.1,26.0
Schuyler,2000,20053,423,21,402,5,2109.4,104.7,2004.7,24.9
Schuyler,1999,19147,451,26,425,3,2355.5,135.8,2219.7,15.7
Schuyler,1998,19202,359,10,349,2,1869.6,52.1,1817.5,10.4
Schuyler,1997,18977,318,16,302,1,1675.7,84.3,1591.4,5.3
Schuyler,1996,19028,351,22,329,0,1844.6,115.6,1729.0,0.0
Schuyler,1995,18977,504,38,466,0,2655.8,200.2,2455.6,0.0
Schuyler,1994,18958,338,36,302,1,1782.9,189.9,1593.0,5.3
Schuyler,1993,18988,428,38,390,2,2254.1,200.1,2053.9,10.5
Schuyler,1992,18793,496,35,461,4,2639.3,186.2,2453.0,21.3
Schuyler,1991,18731,583,30,553,3,3112.5,160.2,2952.3,16.0
Schuyler,1990,18662,646,19,627,3,3461.6,101.8,3359.8,16.1
Seneca,2016,34522,641,67,574,5,1856.8,194.1,1662.7,14.5
Seneca,2015,34726,730,62,668,4,2102.2,178.5,1923.6,11.5
Seneca,2014,35503,721,57,664,2,2030.8,160.5,1870.3,5.6
Seneca,2013,35375,794,62,732,5,2244.5,175.3,2069.3,14.1
Seneca,2012,35388,853,59,794,2,2410.4,166.7,2243.7,5.7
Seneca,2011,35409,681,63,618,3,1923.2,177.9,1745.3,8.5
Seneca,2010,33740,660,52,608,1,1956.1,154.1,1802.0,3.0
Seneca,2009,34162,651,48,603,5,1905.6,140.5,1765.1,14.6
Seneca,2008,34332,665,46,619,5,1937.0,134.0,1803.0,14.6
Seneca,2007,34827,565,46,519,2,1622.3,132.1,1490.2,5.7
Seneca,2006,34948,590,46,544,1,1688.2,131.6,1556.6,2.9
Seneca,2005,35125,587,37,550,0,1671.2,105.3,1565.8,0.0
Seneca,2004,35251,586,37,549,0,1662.4,105.0,1557.4,0.0
Seneca,2003,35035,606,44,562,0,1729.7,125.6,1604.1,0.0
Seneca,2002,33661,636,55,581,0,1889.4,163.4,1726.0,0.0
Seneca,2001,33403,606,57,549,4,1814.2,170.6,1643.6,12.0
Seneca,2000,33293,689,31,658,2,2069.5,93.1,1976.4,6.0
Seneca,1999,31980,671,40,631,1,2098.2,125.1,1973.1,3.1
Seneca,1998,32888,792,66,726,4,2408.2,200.7,2207.5,12.2
Seneca,1997,32573,749,53,696,1,2299.5,162.7,2136.7,3.1
Seneca,1996,32661,785,46,739,3,2403.5,140.8,2262.6,9.2
Seneca,1995,32576,791,43,748,3,2428.2,132.0,2296.2,9.2
Seneca,1994,33645,787,47,740,0,2339.1,139.7,2199.4,0.0
Seneca,1993,33701,656,44,612,0,1946.5,130.6,1816.0,0.0
Seneca,1992,33920,703,36,667,1,2072.5,106.1,1966.4,2.9
Seneca,1991,33807,808,54,754,3,2390.0,159.7,2230.3,8.9
Seneca,1990,33683,793,52,741,1,2354.3,154.4,2199.9,3.0
St Lawrence,2016,110113,1739,173,1566,14,1579.3,157.1,1422.2,12.7
St Lawrence,2015,111077,1669,143,1526,7,1502.6,128.7,1373.8,6.3
St Lawrence,2014,112184,1759,97,1662,2,1568.0,86.5,1481.5,1.8
St Lawrence,2013,112480,1965,112,1853,12,1747.0,99.6,1647.4,10.7
St Lawrence,2012,112293,2241,122,2119,14,1995.7,108.6,1887.0,12.5
St Lawrence,2011,112447,2515,143,2372,26,2236.6,127.2,2109.4,23.1
St Lawrence,2010,108273,2482,141,2341,14,2292.4,130.2,2162.1,12.9
St Lawrence,2009,109430,1818,194,1624,14,1661.3,177.3,1484.1,12.8
St Lawrence,2008,109530,2327,210,2117,6,2124.5,191.7,1932.8,5.5
St Lawrence,2007,110894,2318,196,2122,9,2090.3,176.7,1913.5,8.1
St Lawrence,2006,111678,2699,158,2541,8,2416.8,141.5,2275.3,7.2
St Lawrence,2005,111465,2673,174,2499,6,2398.1,156.1,2242.0,5.4
St Lawrence,2004,111870,2644,144,2500,6,2363.5,128.7,2234.7,5.4
St Lawrence,2003,111362,2579,216,2363,8,2315.9,194.0,2121.9,7.2
St Lawrence,2002,112999,2523,264,2259,8,2232.8,233.6,1999.1,7.1
St. Lawrence,2001,112137,2526,225,2301,6,2252.6,200.6,2052.0,5.4
St. Lawrence,2000,117690,2808,234,2574,10,2385.9,198.8,2187.1,8.5
St. Lawrence,1999,113821,2848,197,2651,6,2502.2,173.1,2329.1,5.3
St. Lawrence,1998,114420,3008,189,2819,8,2628.9,165.2,2463.7,7.0
St. Lawrence,1997,115274,3166,206,2960,4,2746.5,178.7,2567.8,3.5
St. Lawrence,1996,115583,3266,194,3072,6,2825.7,167.8,2657.8,5.2
St. Lawrence,1995,115276,3210,205,3005,7,2784.6,177.8,2606.8,6.1
St. Lawrence,1994,114189,3446,208,3238,7,3017.8,182.2,2835.6,6.1
St. Lawrence,1993,114369,3447,218,3229,10,3013.9,190.6,2823.3,8.7
St. Lawrence,1992,112764,3810,233,3577,8,3378.7,206.6,3172.1,7.1
St. Lawrence,1991,112389,3853,209,3644,4,3428.3,186.0,3242.3,3.6
St. Lawrence,1990,111974,3541,281,3260,8,3162.3,251.0,2911.4,7.1
Steuben,2016,96718,1520,187,1333,8,1571.6,193.3,1378.2,8.3
Steuben,2015,98066,1580,186,1394,13,1611.2,189.7,1421.5,13.3
Steuben,2014,98730,1539,115,1424,5,1558.8,116.5,1442.3,5.1
Steuben,2013,99222,1533,123,1410,8,1545.0,124.0,1421.1,8.1
Steuben,2012,99568,1837,156,1681,7,1845.0,156.7,1688.3,7.0
Steuben,2011,99435,1687,138,1549,9,1696.6,138.8,1557.8,9.1
Steuben,2010,95252,1837,164,1673,8,1928.6,172.2,1756.4,8.4
Steuben,2009,96303,1401,134,1267,3,1454.8,139.1,1315.6,3.1
Steuben,2008,96608,1498,161,1337,1,1550.6,166.7,1383.9,1.0
Steuben,2007,97881,1551,160,1391,4,1584.6,163.5,1421.1,4.1
Steuben,2006,98896,1770,259,1511,10,1789.8,261.9,1527.9,10.1
Steuben,2005,98956,2153,202,1951,3,2175.7,204.1,1971.6,3.0
Steuben,2004,99203,2093,188,1905,10,2109.8,189.5,1920.3,10.1
Steuben,2003,99482,1516,126,1390,7,1523.9,126.7,1397.2,7.0
Steuben,2002,99668,1417,122,1295,6,1421.7,122.4,1299.3,6.0
Steuben,2001,98908,2025,120,1905,6,2047.4,121.3,1926.0,6.1
Steuben,2000,101886,2049,137,1912,6,2011.1,134.5,1876.6,5.9
Steuben,1999,98065,2427,186,2241,4,2474.9,189.7,2285.2,4.1
Steuben,1998,99265,2725,178,2547,9,2745.2,179.3,2565.9,9.1
Steuben,1997,100424,2937,216,2721,6,2924.6,215.1,2709.5,6.0
Steuben,1996,100697,2880,204,2676,7,2860.1,202.6,2657.5,7.0
Steuben,1995,100432,3466,214,3252,9,3451.1,213.1,3238.0,9.0
Steuben,1994,100455,3303,221,3082,10,3288.0,220.0,3068.0,10.0
Steuben,1993,100617,3004,205,2799,9,2985.6,203.7,2781.8,8.9
Steuben,1992,99783,3439,244,3195,8,3446.5,244.5,3201.9,8.0
Steuben,1991,99454,3509,200,3309,4,3528.3,201.1,3327.2,4.0
Steuben,1990,99088,3410,246,3164,6,3441.4,248.3,3193.1,6.1
Suffolk,2016,1492991,22283,1823,20460,412,1492.5,122.1,1370.4,27.6
Suffolk,2015,1502075,24496,2010,22486,474,1630.8,133.8,1497.0,31.6
Suffolk,2014,1503376,26120,1765,24355,360,1737.4,117.4,1620.0,23.9
Suffolk,2013,1502540,26379,1934,24445,410,1755.6,128.7,1626.9,27.3
Suffolk,2012,1506906,28883,2127,26756,437,1916.7,141.2,1775.6,29.0
Suffolk,2011,1500062,31406,2217,29189,530,2093.6,147.8,1945.9,35.3
Suffolk,2010,1511183,32638,2377,30261,542,2159.8,157.3,2002.5,35.9
Suffolk,2009,1521962,32604,2740,29864,582,2142.2,180.0,1962.2,38.2
Suffolk,2008,1522727,34015,2613,31402,568,2233.8,171.6,2062.2,37.3
Suffolk,2007,1472242,31374,2657,28717,549,2131.0,180.5,1950.6,37.3
Suffolk,2006,1478876,32596,3100,29496,619,2204.1,209.6,1994.5,41.9
Suffolk,2005,1477602,32092,3109,28983,680,2171.9,210.4,1961.5,46.0
Suffolk,2004,1470865,32016,2844,29172,512,2176.7,193.4,1983.3,34.8
Suffolk,2003,1461136,35391,2975,32416,618,2422.2,203.6,2218.5,42.3
Suffolk,2002,1432913,36706,3123,33583,600,2561.6,217.9,2343.7,41.9
Suffolk,2001,1421981,37655,3326,34329,662,2648.1,233.9,2414.2,46.6
Suffolk,2000,1443155,36411,3049,33362,473,2523.0,211.3,2311.7,32.8
Suffolk,1999,1372876,37443,2430,35013,341,2727.3,177.0,2550.3,24.8
Suffolk,1998,1365477,41516,2730,38786,372,3040.4,199.9,2840.5,27.2
Suffolk,1997,1345293,44265,2513,41752,402,3290.4,186.8,3103.6,29.9
Suffolk,1996,1348867,45231,2567,42664,452,3353.3,190.3,3163.0,33.5
Suffolk,1995,1345242,47187,2758,44429,479,3507.7,205.0,3302.7,35.6
Suffolk,1994,1342613,51720,3154,48566,642,3852.2,234.9,3617.3,47.8
Suffolk,1993,1344696,59241,3799,55442,895,4405.5,282.5,4123.0,66.6
Suffolk,1992,1331288,64042,4218,59824,938,4810.5,316.8,4493.7,70.5
Suffolk,1991,1326812,67697,3989,63708,829,5102.2,300.6,4801.6,62.5
Suffolk,1990,1321864,61300,3786,57514,651,4637.4,286.4,4351.0,49.2
Sullivan,2016,73885,1229,198,1031,22,1663.4,268.0,1395.4,29.8
Sullivan,2015,75425,1331,171,1160,15,1764.7,226.7,1538.0,19.9
Sullivan,2014,76591,1644,157,1487,23,2146.5,205.0,1941.5,30.0
Sullivan,2013,76673,1718,172,1546,23,2240.7,224.3,2016.4,30.0
Sullivan,2012,77315,1931,181,1750,26,2497.6,234.1,2263.5,33.6
Sullivan,2011,77896,1940,201,1739,24,2490.5,258.0,2232.5,30.8
Sullivan,2010,75137,1708,219,1489,18,2273.2,291.5,1981.7,24.0
Sullivan,2009,76387,1544,186,1358,15,2021.3,243.5,1777.8,19.6
Sullivan,2008,76571,1806,195,1611,11,2358.6,254.7,2103.9,14.4
Sullivan,2007,76742,2067,268,1799,19,2693.4,349.2,2344.2,24.8
Sullivan,2006,76744,2004,291,1713,26,2611.3,379.2,2232.1,33.9
Sullivan,2005,76219,2221,260,1961,22,2914.0,341.1,2572.8,28.9
Sullivan,2004,75092,1880,273,1607,17,2503.6,363.6,2140.0,22.6
Sullivan,2003,74399,2106,294,1812,17,2830.7,395.2,2435.5,22.8
Sullivan,2002,74672,1837,256,1581,30,2460.1,342.8,2117.3,40.2
Sullivan,2001,74102,1817,259,1558,16,2452.0,349.5,2102.5,21.6
Sullivan,2000,72302,2202,285,1917,17,3045.6,394.2,2651.4,23.5
Sullivan,1999,69192,2108,235,1873,22,3046.6,339.6,2707.0,31.8
Sullivan,1998,70503,2528,277,2251,18,3585.7,392.9,3192.8,25.5
Sullivan,1997,70502,2887,430,2457,21,4094.9,609.9,3485.0,29.8
Sullivan,1996,70692,2939,398,2541,21,4157.5,563.0,3594.5,29.7
Sullivan,1995,70504,3031,341,2690,34,4299.0,483.7,3815.4,48.2
Sullivan,1994,70932,3115,381,2734,27,4391.5,537.1,3854.4,38.1
Sullivan,1993,71045,3111,379,2732,38,4378.9,533.5,3845.5,53.5
Sullivan,1992,69765,2872,334,2538,17,4116.7,478.8,3637.9,24.4
Sullivan,1991,69532,3229,338,2891,10,4643.9,486.1,4157.8,14.4
Sullivan,1990,69277,3169,300,2869,10,4574.4,433.0,4141.3,14.4
Tioga,2016,48810,462,63,399,6,946.5,129.1,817.5,12.3
Tioga,2015,49485,460,54,406,4,929.6,109.1,820.5,8.1
Tioga,2014,50124,468,27,441,2,933.7,53.9,879.8,4.0
Tioga,2013,50342,650,27,623,0,1291.2,53.6,1237.5,0.0
Tioga,2012,51319,667,35,632,1,1299.7,68.2,1231.5,1.9
Tioga,2011,51355,591,34,557,1,1150.8,66.2,1084.6,1.9
Tioga,2010,49341,600,36,564,6,1216.0,73.0,1143.1,12.2
Tioga,2009,49986,555,30,525,6,1110.3,60.0,1050.3,12.0
Tioga,2008,50281,580,36,544,4,1153.5,71.6,1081.9,8.0
