County,Year,Total,Felony_Total,Drug_Felony,Violent_Felony,DWI_Felony,Other_Felony,Misdemeanor_Total,Drug_Misd,DWI_Misd,Property_Misd,Other_Misd
Montgomery,1983,886,196,13,34,36,113,690,15,269,215,191
Montgomery,1984,979,178,18,27,30,103,801,28,333,232,208
Montgomery,1985,985,159,18,24,31,86,826,43,306,256,221
Montgomery,1986,1146,200,24,38,49,89,946,53,463,199,231
Montgomery,1987,1039,195,36,51,32,76,844,35,374,233,202
Montgomery,1988,1212,256,52,48,48,108,956,51,400,258,247
Montgomery,1989,1360,308,79,51,59,119,1052,51,391,317,293
Montgomery,1990,1433,311,84,35,55,137,1122,39,384,293,406
Montgomery,1991,1433,285,76,47,50,112,1148,41,331,367,409
Montgomery,1992,1294,225,63,30,36,96,1069,45,325,300,399
Montgomery,1993,1271,254,57,55,40,102,1017,38,346,273,360
Montgomery,1994,1191,172,24,33,30,85,1019,31,286,289,413
Montgomery,1995,1446,229,41,50,39,99,1217,30,285,330,572
Montgomery,1996,1659,290,71,51,27,141,1369,95,277,354,643
Montgomery,1997,1429,278,42,55,23,158,1151,47,232,278,594
Montgomery,1998,1486,298,52,55,28,163,1188,57,216,326,589
Montgomery,1999,1589,330,67,55,42,166,1259,57,239,316,647
Montgomery,2000,1358,270,30,46,31,163,1088,46,231,277,534
Montgomery,2001,1233,273,47,63,31,132,960,29,188,235,508
Montgomery,2002,1205,288,33,46,36,173,917,34,213,225,445
Montgomery,2003,1189,300,48,57,25,170,889,51,159,245,434
Montgomery,2004,1107,276,45,48,31,152,831,25,180,203,423
Montgomery,2005,1236,338,50,68,29,191,898,44,179,272,403
Montgomery,2006,1197,321,47,60,29,185,876,48,193,222,413
Montgomery,2007,1160,317,58,58,33,168,843,36,208,216,383
Montgomery,2008,1129,269,26,54,42,147,860,46,201,253,360
Montgomery,2009,1146,302,66,61,25,150,844,39,178,253,374
Montgomery,2010,1180,354,51,71,45,187,826,42,209,223,352
Montgomery,2011,1309,383,74,70,51,188,926,90,199,242,395
Montgomery,2012,1212,356,67,55,40,194,856,66,144,269,377
Montgomery,2013,1282,403,106,78,27,192,879,67,160,295,357
Montgomery,2014,1239,323,61,63,22,177,916,78,125,390,323
Montgomery,2015,1192,332,56,64,28,184,860,73,125,346,316
Montgomery,2016,1208,323,60,57,30,176,885,98,149,313,325
Nassau,1970,9248,3312,897,717,22,1676,5936,1974,1462,1744,756
Nassau,1971,10661,3929,887,922,33,2087,6732,1526,2064,2107,1035
Nassau,1972,13288,4260,1176,931,70,2083,9028,1377,3339,2435,1877
Nassau,1973,14805,4346,1382,1059,75,1830,10459,1717,4405,2417,1920
Nassau,1974,15815,4248,1211,987,74,1976,11567,1875,4421,3239,2032
Nassau,1975,15035,4150,779,1040,95,2236,10885,1188,3853,3840,2004
Nassau,1976,13896,3977,644,1021,62,2250,9919,1082,2890,4088,1859
Nassau,1977,13426,4002,569,1087,59,2287,9424,830,2466,4259,1869
Nassau,1978,13544,3978,303,1099,57,2519,9566,803,2474,4137,2152
Nassau,1979,14780,4454,388,1207,95,2764,10326,893,2335,4706,2392
Nassau,1980,15855,5017,508,1319,92,3098,10838,1016,3007,4298,2517
Nassau,1981,15255,4649,467,1384,112,2686,10606,988,3304,4078,2236
Nassau,1982,16361,4807,509,1635,153,2510,11554,954,4134,4119,2347
Nassau,1983,15216,4454,334,1568,153,2399,10762,939,3845,3633,2345
Nassau,1984,16763,4682,472,1601,183,2426,12081,1043,4775,3696,2567
Nassau,1985,17541,4998,429,1611,247,2711,12543,1072,4534,3832,3105
Nassau,1986,17297,5330,710,1597,336,2687,11967,1309,3778,3885,2995
Nassau,1987,18293,5304,912,1587,301,2504,12989,1208,3622,4973,3186
Nassau,1988,19982,6224,1409,1700,337,2778,13758,1421,4044,5003,3290
Nassau,1989,20058,6543,1779,1633,393,2738,13515,1207,4345,4756,3207
Nassau,1990,20304,6556,1434,1675,487,2960,13748,895,4927,4952,2974
Nassau,1991,19996,6501,1355,1872,365,2909,13495,874,4471,5070,3080
Nassau,1992,18496,6036,1336,1677,280,2743,12460,837,3765,4773,3085
Nassau,1993,18828,6175,1106,1775,338,2956,12653,833,3968,4703,3149
Nassau,1994,19314,6397,1128,1714,327,3228,12917,1216,3610,4618,3473
Nassau,1995,19935,6204,970,1749,366,3119,13731,1250,3440,5465,3576
Nassau,1996,22175,6493,1121,1704,390,3278,15682,1249,4120,6165,4148
Nassau,1997,21543,6349,1125,1696,368,3160,15194,1490,4144,5629,3931
Nassau,1998,19384,5823,1007,1651,299,2866,13561,1223,3790,4804,3744
Nassau,1999,16417,5292,924,1554,270,2544,11125,1089,2576,4029,3431
Nassau,2000,15889,5121,860,1455,261,2545,10768,1153,2475,3746,3394
Nassau,2001,16613,5616,1000,1564,244,2808,10997,1179,2661,3697,3460
Nassau,2002,16551,5471,951,1652,230,2638,11080,1193,2767,3563,3557
Nassau,2003,17016,5595,878,1594,249,2874,11421,1366,2833,3630,3592
Nassau,2004,17185,5543,908,1542,269,2824,11642,1434,3418,3535,3255
Nassau,2005,17030,5787,992,1598,262,2935,11243,1403,3090,3407,3343
Nassau,2006,18043,6187,951,1610,274,3352,11856,1649,2957,3500,3750
Nassau,2007,17622,5952,1007,1541,280,3124,11670,1716,2973,3429,3552
Nassau,2008,18173,6036,972,1595,340,3129,12137,1728,3077,3803,3529
Nassau,2009,18871,6178,942,1674,268,3294,12693,1717,2796,4317,3863
Nassau,2010,18982,6209,982,1518,326,3383,12773,1703,2631,4373,4066
Nassau,2011,17521,5656,704,1578,306,3068,11865,1583,2171,4327,3784
Nassau,2012,17909,5908,879,1578,271,3180,12001,2137,2098,3884,3882
Nassau,2013,17253,5780,793,1462,266,3259,11473,2350,1916,3479,3728
Nassau,2014,16354,5363,756,1300,261,3046,10991,2201,2091,3439,3260
Nassau,2015,16627,5178,817,1298,251,2812,11449,2925,2102,3178,3244
Nassau,2016,17795,5579,1131,1222,254,2972,12216,3945,2011,2916,3344
New York,1970,51821,28563,10480,6546,15,11522,23258,8455,516,4151,10136
New York,1971,55849,29926,7976,8124,11,13815,25923,7416,495,6114,11898
New York,1972,57100,28119,4355,9890,23,13851,28981,5985,995,9462,12539
New York,1973,49448,25586,3494,9422,9,12661,23862,3877,1032,7810,11143
New York,1974,52691,27121,3746,10052,22,13301,25570,4070,940,9243,11317
New York,1975,53795,26255,3850,9495,5,12905,27540,4321,639,12126,10454
New York,1976,62920,30526,5775,9837,22,14892,32394,5185,467,12262,14480
New York,1977,76924,33629,6472,9999,20,17138,43295,6601,456,15110,21128
New York,1978,75855,30896,4806,10234,26,15830,44959,5718,474,16246,22521
New York,1979,65990,32080,5037,11044,30,15969,33910,4986,316,12875,15733
New York,1980,57468,28303,4619,9659,14,14011,29165,5528,257,9124,14256
New York,1981,67849,32014,6767,11337,64,13846,35835,6929,197,10139,18570
New York,1982,85243,35721,8590,12866,108,14157,49522,9758,407,18902,20455
New York,1983,93976,36106,9107,12897,112,13990,57870,13720,822,20486,22842
New York,1984,99073,39471,11045,13941,17,14468,59602,17935,1141,17977,22549
New York,1985,105429,37416,9135,13518,23,14740,68013,20669,1131,20714,25499
New York,1986,113785,41810,11764,14233,17,15796,71975,23998,1157,22247,24573
New York,1987,112739,40994,12000,14574,15,14405,71745,24165,918,23737,22925
New York,1988,111322,45218,15721,15160,39,14298,66104,23107,1199,20025,21773
New York,1989,105951,48598,18435,15931,33,14199,57353,19960,1148,17878,18367
New York,1990,104645,48849,18455,16446,30,13918,55796,14184,1356,24159,16097
New York,1991,103552,43279,15050,15091,35,13103,60273,11452,1251,30838,16732
New York,1992,97365,40727,14358,14168,99,12102,56638,10069,1447,28802,16320
New York,1993,96869,38850,13583,13534,88,11645,58019,11273,1350,29093,16303
New York,1994,112676,41869,15904,13532,45,12388,70807,17776,1337,35325,16369
New York,1995,114389,40601,16223,11565,101,12712,73788,22927,1117,33514,16230
New York,1996,109316,38038,15068,10602,207,12161,71278,21904,898,31746,16730
New York,1997,114496,37120,14589,10345,131,12055,77376,24184,782,35867,16543
New York,1998,112680,36577,16068,9342,184,10983,76103,29460,694,30526,15423
New York,1999,98905,33774,14885,7922,173,10794,65131,25279,596,24711,14545
New York,2000,100193,32389,13419,7705,190,11075,67804,28874,665,22431,15834
New York,2001,86549,28874,10843,6967,191,10873,57675,21878,573,19998,15226
New York,2002,84592,28967,11544,6715,150,10558,55625,21304,674,18269,15378
New York,2003,79431,25672,9292,5940,101,10339,53759,16943,855,21020,14941
New York,2004,83916,26675,9431,5869,134,11241,57241,17129,1048,22805,16259
New York,2005,78825,25602,7751,5699,130,12022,53223,14991,1191,20727,16314
New York,2006,80007,25450,7348,5577,173,12352,54557,15546,1451,21498,16062
New York,2007,88169,26180,7589,5572,209,12810,61989,17503,2215,24842,17429
New York,2008,86635,25117,7178,5268,148,12523,61518,16833,2149,26014,16522
New York,2009,87587,23944,6238,5154,162,12390,63643,17876,2043,27503,16221
New York,2010,87200,22001,5709,4768,137,11387,65199,17786,2016,29129,16268
New York,2011,86255,20118,4982,4827,94,10215,66137,18771,1712,29797,15857
New York,2012,85266,19758,4859,4489,111,10299,65508,17105,1861,30197,16345
New York,2013,83587,20406,5198,4249,120,10839,63181,14698,2178,30114,16191
New York,2014,81287,20059,4437,4255,122,11245,61228,14279,2011,29276,15662
New York,2015,74334,20044,4023,4636,103,11282,54290,11546,1535,26529,14680
New York,2016,73855,20862,3999,4821,112,11930,52993,12342,1424,24367,14860
Niagara,1970,1277,653,98,164,2,389,624,231,164,58,171
Niagara,1971,1677,843,184,173,6,480,834,161,223,226,224
Niagara,1972,2055,686,127,186,5,368,1369,173,189,491,516
Niagara,1973,2382,854,282,207,3,362,1528,261,366,466,435
Niagara,1974,2769,979,267,228,7,477,1790,225,450,553,562
Niagara,1975,3104,1060,249,244,15,552,2044,225,435,716,668
Niagara,1976,2809,1036,177,277,11,571,1773,170,357,703,543
Niagara,1977,2581,925,98,264,18,545,1656,114,300,675,567
Niagara,1978,2870,848,55,232,22,539,2022,60,566,737,659
Niagara,1979,3366,989,55,258,27,649,2377,66,605,866,840
Niagara,1980,3528,969,41,284,17,627,2559,68,703,940,848
Niagara,1981,3628,954,27,320,28,579,2674,69,731,940,934
Niagara,1982,3514,932,33,357,42,500,2582,69,728,908,877
Niagara,1983,3642,890,25,324,55,486,2752,63,851,1014,824
Niagara,1984,3708,895,25,299,32,539,2813,68,917,946,882
Niagara,1985,4024,923,40,334,31,518,3101,72,1139,1018,872
Niagara,1986,4356,1013,107,358,33,515,3343,89,1086,1091,1077
Niagara,1987,4315,980,129,348,39,464,3335,86,1018,1238,993
Niagara,1988,4109,939,74,324,47,494,3170,133,902,1107,1028
Niagara,1989,4581,1042,163,388,43,448,3539,236,938,1275,1090
Niagara,1990,4992,1103,140,400,68,495,3889,200,1022,1407,1260
Niagara,1991,4952,1047,120,409,47,471,3905,141,1021,1349,1394
Niagara,1992,5036,1151,144,397,77,533,3885,190,969,1338,1388
Niagara,1993,4754,1169,165,382,64,558,3585,144,849,1239,1353
Niagara,1994,5219,1229,224,400,60,545,3990,176,928,1291,1595
Niagara,1995,5411,1379,255,516,63,545,4032,149,865,1249,1769
Niagara,1996,6196,1620,245,566,79,730,4576,237,885,1430,2024
Niagara,1997,5744,1500,171,496,74,759,4244,180,659,1359,2046
Niagara,1998,5837,1519,189,521,83,726,4318,209,630,1335,2144
Niagara,1999,5947,1529,226,498,67,738,4418,211,742,1120,2345
Niagara,2000,5572,1332,161,467,51,653,4240,192,781,1011,2256
Niagara,2001,5290,1393,175,453,66,699,3897,179,665,1043,2010
Niagara,2002,5220,1525,218,438,69,800,3695,139,682,967,1907
Niagara,2003,5461,1381,165,405,118,693,4080,208,779,1084,2009
Niagara,2004,5748,1656,197,492,121,846,4092,213,743,1072,2064
Niagara,2005,6043,1672,217,543,125,787,4371,321,915,1046,2089
Niagara,2006,6162,1783,325,505,142,811,4379,421,946,976,2036
Niagara,2007,5977,1716,265,436,160,855,4261,409,900,1022,1930
Niagara,2008,6332,1816,230,513,166,907,4516,518,982,1114,1902
Niagara,2009,6415,1827,251,552,166,858,4588,479,930,1100,2079
Niagara,2010,6222,1855,214,556,166,919,4367,474,835,1211,1847
Niagara,2011,5779,1698,222,472,120,884,4081,398,707,1164,1812
Niagara,2012,5547,1605,192,434,127,852,3942,361,669,1145,1767
Niagara,2013,5684,1745,270,468,112,895,3939,393,643,1247,1656
Niagara,2014,5194,1524,209,448,92,775,3670,355,583,1180,1552
Niagara,2015,5056,1495,223,409,100,763,3561,358,613,1204,1386
Niagara,2016,5219,1521,197,429,87,808,3698,489,599,1260,1350
Oneida,1970,639,410,66,72,1,271,229,35,59,38,97
Oneida,1971,1241,516,77,94,5,340,725,149,115,198,263
Oneida,1972,1891,485,49,116,5,315,1406,95,238,530,543
Oneida,1973,1937,526,115,111,5,295,1411,170,198,521,522
Oneida,1974,1973,603,103,116,12,372,1370,191,160,536,483
Oneida,1975,2302,748,137,134,16,461,1554,135,222,522,675
Oneida,1976,2243,630,64,138,38,390,1613,115,316,556,626
Oneida,1977,2174,657,56,132,24,445,1517,53,282,598,584
Oneida,1978,2351,702,38,157,36,471,1649,41,462,590,556
Oneida,1979,2714,749,40,195,25,489,1965,39,530,723,673
Oneida,1980,3179,847,48,213,28,558,2332,44,662,826,800
Oneida,1981,2899,811,74,217,26,494,2088,68,557,749,714
Oneida,1982,3031,710,28,216,41,425,2321,77,650,824,770
Oneida,1983,3172,837,59,275,57,446,2335,64,662,795,814
Oneida,1984,3081,747,29,279,30,409,2334,59,714,793,768
Oneida,1985,3231,804,53,271,31,449,2427,52,847,755,773
Oneida,1986,3556,847,92,258,44,453,2709,67,820,953,869
Oneida,1987,3600,797,105,285,33,374,2803,66,825,1044,868
Oneida,1988,3844,896,154,295,24,423,2948,60,945,1048,895
Oneida,1989,4540,951,132,355,39,425,3589,112,1116,1122,1239
Oneida,1990,5110,989,155,302,40,492,4121,95,1214,1327,1485
Oneida,1991,5978,1207,246,349,51,561,4771,87,1528,1548,1608
Oneida,1992,5315,1158,203,399,53,503,4157,106,1318,1210,1523
Oneida,1993,4873,1030,201,327,38,464,3843,151,1146,1139,1407
Oneida,1994,4888,1135,227,332,45,531,3753,152,1121,1052,1428
Oneida,1995,4972,1282,300,362,50,570,3690,139,1044,1071,1436
Oneida,1996,5686,1104,189,370,24,521,4582,246,1024,1339,1973
Oneida,1997,5711,1155,197,327,18,613,4556,234,879,1312,2131
Oneida,1998,5635,1087,211,326,29,521,4548,230,874,1281,2163
Oneida,1999,5412,1033,232,297,46,458,4379,298,844,1296,1941
Oneida,2000,4679,1042,183,298,27,534,3637,184,800,1033,1620
Oneida,2001,5877,1182,214,323,20,625,4695,318,834,1414,2129
Oneida,2002,6095,1224,198,366,24,636,4871,287,893,1487,2204
Oneida,2003,6009,1179,179,326,54,620,4830,369,921,1500,2040
Oneida,2004,6033,1260,264,345,63,588,4773,447,918,1510,1898
Oneida,2005,5842,1250,246,288,63,653,4592,395,873,1443,1881
Oneida,2006,5671,1263,249,322,63,629,4408,486,924,1193,1805
Oneida,2007,5865,1410,288,295,61,766,4455,413,892,1422,1728
Oneida,2008,5926,1415,274,339,70,732,4511,365,954,1492,1700
Oneida,2009,6178,1348,244,319,63,722,4830,383,942,1745,1760
Oneida,2010,5735,1329,221,333,64,711,4406,450,794,1556,1606
Oneida,2011,5539,1236,244,309,60,623,4303,444,712,1531,1616
Oneida,2012,6021,1394,241,279,105,769,4627,637,634,1672,1684
Oneida,2013,5417,1266,204,281,78,703,4151,414,623,1532,1582
Oneida,2014,5429,1270,212,295,74,689,4159,418,601,1762,1378
Oneida,2015,5440,1261,269,260,83,649,4179,465,510,1764,1440
Oneida,2016,5457,1297,310,289,53,645,4160,538,555,1573,1494
Onondaga,1970,1752,1212,233,320,2,657,540,192,2,113,233
Onondaga,1971,2949,1278,198,347,17,716,1671,304,201,577,589
Onondaga,1972,5547,1460,321,388,16,735,4087,447,729,1487,1424
Onondaga,1973,6031,1732,407,411,23,891,4299,474,799,1542,1484
Onondaga,1974,6928,1995,387,540,38,1030,4933,544,811,1974,1604
Onondaga,1975,7029,2052,325,618,45,1064,4977,492,682,2134,1669
Onondaga,1976,6745,2211,312,579,41,1279,4534,487,508,1941,1598
Onondaga,1977,6202,1995,178,541,45,1231,4207,238,622,1748,1599
Onondaga,1978,6060,2091,104,616,61,1310,3969,134,571,1697,1567
Onondaga,1979,6674,2205,116,708,119,1262,4469,167,606,1998,1698
Onondaga,1980,7260,2329,161,768,71,1329,4931,154,1069,2069,1639
Onondaga,1981,7360,2372,189,786,55,1342,4988,165,931,2178,1714
Onondaga,1982,8086,2620,256,1028,105,1231,5466,153,1134,2243,1936
Onondaga,1983,7776,2450,209,931,92,1218,5326,94,1301,2097,1834
Onondaga,1984,7851,2445,217,947,70,1211,5406,152,1370,1961,1923
Onondaga,1985,8207,2777,259,1078,58,1382,5430,125,1516,2031,1758
Onondaga,1986,8493,2747,242,1053,76,1376,5746,160,1427,2235,1924
Onondaga,1987,9616,3057,276,1305,139,1337,6559,277,1392,2674,2216
Onondaga,1988,11262,3606,579,1372,154,1501,7656,549,1660,2912,2535
Onondaga,1989,12246,3723,578,1451,167,1527,8523,686,1917,3023,2897
Onondaga,1990,13532,3966,592,1532,217,1625,9566,710,2205,3451,3200
Onondaga,1991,13878,3942,568,1481,225,1668,9936,654,2182,3784,3316
Onondaga,1992,13602,4163,844,1493,197,1629,9439,694,2001,3654,3090
Onondaga,1993,12845,3800,754,1365,185,1496,9045,798,1803,3297,3147
Onondaga,1994,12845,3974,892,1250,171,1661,8871,715,1568,3277,3311
Onondaga,1995,14530,4351,922,1437,173,1819,10179,754,1459,3667,4299
Onondaga,1996,15068,4616,881,1478,206,2051,10452,893,1662,3613,4284
Onondaga,1997,14200,4652,707,1542,198,2205,9548,777,1413,3457,3901
Onondaga,1998,14144,4625,861,1406,201,2157,9519,1047,1539,3231,3702
Onondaga,1999,13429,4414,626,1436,190,2162,9015,885,1450,3080,3600
Onondaga,2000,13025,4421,576,1264,164,2417,8604,748,1476,3109,3271
Onondaga,2001,12934,4482,597,1443,158,2284,8452,764,1326,3223,3139
Onondaga,2002,12061,4151,603,1235,137,2176,7910,694,1237,3051,2928
Onondaga,2003,11507,3909,493,1157,133,2126,7598,709,1332,2772,2785
Onondaga,2004,11466,3756,634,1080,157,1885,7710,717,1348,2822,2823
Onondaga,2005,11531,3899,623,1151,184,1941,7632,726,1525,2607,2774
Onondaga,2006,11727,4136,712,1162,167,2095,7591,784,1482,2653,2672
Onondaga,2007,11808,4034,669,1130,191,2044,7774,907,1523,2725,2619
Onondaga,2008,11804,3945,615,1136,207,1987,7859,910,1546,2827,2576
Onondaga,2009,11924,3810,507,1199,185,1919,8114,869,1742,2905,2598
Onondaga,2010,11320,3851,518,1106,228,1999,7469,905,1429,2750,2385
Onondaga,2011,11872,3968,497,1207,218,2046,7904,917,1442,2956,2589
Onondaga,2012,12065,4119,613,1099,231,2176,7946,1021,1412,3059,2454
Onondaga,2013,11744,3793,633,1053,166,1941,7951,967,1270,3317,2397
Onondaga,2014,11237,3676,548,1001,121,2006,7561,1029,1092,3152,2288
Onondaga,2015,10907,3652,571,957,154,1970,7255,1167,958,2919,2211
Onondaga,2016,10783,3649,578,925,181,1965,7134,1228,1107,2697,2102
Ontario,1970,210,108,13,11,1,83,102,31,5,22,44
Ontario,1971,336,121,21,15,2,83,215,37,51,54,73
Ontario,1972,775,152,55,22,2,73,623,75,147,194,207
Ontario,1973,1017,156,34,25,1,96,861,142,237,216,266
Ontario,1974,1104,230,58,24,4,144,874,132,220,266,256
Ontario,1975,1190,225,35,29,2,159,965,92,180,338,355
Ontario,1976,1206,221,42,31,14,134,985,88,196,328,373
Ontario,1977,1178,230,14,40,24,152,948,44,219,325,360
Ontario,1978,1198,252,24,46,20,162,946,21,234,322,369
Ontario,1979,1399,280,31,54,29,166,1119,24,265,425,405
Ontario,1980,1558,255,11,41,43,160,1303,26,341,432,504
Ontario,1981,1508,275,16,50,45,164,1233,28,380,395,430
Ontario,1982,1573,259,10,67,45,137,1314,20,446,422,426
Ontario,1983,1742,267,3,66,66,132,1475,20,464,461,530
Ontario,1984,1690,301,18,81,40,162,1389,15,449,429,496
Ontario,1985,1827,311,27,79,73,132,1516,28,530,406,552
Ontario,1986,2111,364,9,95,102,158,1747,33,626,517,571
Ontario,1987,2278,400,27,93,125,155,1878,35,677,557,609
Ontario,1988,2395,433,56,71,149,157,1962,47,663,597,655
Ontario,1989,2354,382,38,100,96,148,1972,48,648,615,661
Ontario,1990,2492,449,45,86,128,190,2043,37,581,659,766
Ontario,1991,2355,499,51,110,123,215,1856,35,465,606,750
Ontario,1992,2197,466,62,108,99,197,1731,29,392,612,698
Ontario,1993,2222,464,60,77,100,227,1758,29,354,591,784
Ontario,1994,2274,496,69,103,133,191,1778,35,477,506,760
Ontario,1995,2467,527,67,98,111,251,1940,50,475,536,879
Ontario,1996,2714,569,80,101,127,261,2145,68,461,616,1000
Ontario,1997,2682,594,49,95,115,335,2088,84,431,655,918
Ontario,1998,2438,543,47,92,121,283,1895,76,420,563,836
Ontario,1999,2360,567,60,99,112,296,1793,89,393,532,779
Ontario,2000,2255,565,53,90,109,313,1690,99,371,507,713
Ontario,2001,2359,518,55,84,130,249,1841,120,360,554,807
Ontario,2002,2253,575,82,95,76,322,1678,104,293,507,774
Ontario,2003,2029,496,60,99,74,263,1533,57,294,467,715
Ontario,2004,2021,479,45,84,91,259,1542,61,303,505,673
Ontario,2005,2147,550,48,105,80,317,1597,74,336,508,679
Ontario,2006,2301,648,110,134,76,328,1653,101,327,488,737
Ontario,2007,2204,538,58,85,77,318,1666,94,322,536,714
Ontario,2008,2334,672,107,111,88,366,1662,130,366,523,643
Ontario,2009,2321,635,150,117,80,288,1686,117,315,587,667
Ontario,2010,2326,616,109,115,71,321,1710,107,376,570,657
Ontario,2011,2173,623,73,116,86,348,1550,75,289,589,597
Ontario,2012,2226,641,65,127,72,377,1585,69,340,571,605
Ontario,2013,2251,664,88,110,106,360,1587,103,389,565,530
Ontario,2014,1984,587,60,98,73,356,1397,98,368,509,422
Ontario,2015,1967,606,76,110,76,344,1361,111,363,443,444
Ontario,2016,1924,583,67,96,70,350,1341,104,309,497,431
Orange,1970,1642,792,247,146,8,391,850,372,47,122,309
Orange,1971,2237,882,191,204,15,472,1355,411,116,335,493
Orange,1972,2734,875,206,212,20,437,1859,321,294,578,666
Orange,1973,3245,842,166,201,28,447,2403,405,571,748,679
Orange,1974,4066,1039,236,203,53,547,3027,404,825,970,828
Orange,1975,4980,1357,354,297,58,648,3623,467,815,1176,1165
Orange,1976,5105,1372,185,384,68,735,3733,367,740,1271,1355
Orange,1977,4966,1359,117,334,82,826,3607,184,744,1365,1314
Orange,1978,5258,1481,75,420,101,885,3777,141,779,1342,1515
Orange,1979,5585,1473,63,405,120,885,4112,165,1003,1539,1405
Orange,1980,6190,1626,116,451,123,936,4564,223,1105,1698,1538
Orange,1981,6096,1451,67,427,134,823,4645,204,1199,1724,1518
Orange,1982,6204,1531,134,476,143,778,4673,318,1339,1424,1592
Orange,1983,6972,1772,191,564,190,827,5200,365,1833,1365,1637
Orange,1984,6440,1540,149,500,186,705,4900,302,1504,1431,1663
Orange,1985,6106,1611,170,511,176,754,4495,237,1152,1419,1687
Orange,1986,6997,1800,159,578,191,872,5197,340,1335,1606,1916
Orange,1987,7879,2034,357,599,179,899,5845,542,1476,1990,1837
Orange,1988,9282,2170,578,564,169,859,7112,1070,1440,2207,2395
Orange,1989,9641,2393,713,536,214,930,7248,905,1439,2335,2569
Orange,1990,9518,2288,526,629,208,925,7230,664,1541,2459,2566
Orange,1991,9271,2286,479,608,185,1014,6985,538,1490,2268,2689
Orange,1992,9464,2221,478,658,210,875,7243,666,1525,2328,2724
Orange,1993,9376,2211,457,637,216,901,7165,736,1422,2214,2793
Orange,1994,9337,2366,471,649,215,1031,6971,777,1323,2203,2668
Orange,1995,9474,2170,427,579,192,972,7304,744,1222,2473,2865
Orange,1996,9616,2392,565,620,194,1013,7224,701,1303,2248,2972
Orange,1997,9994,2510,568,639,229,1074,7484,775,1242,2460,3007
Orange,1998,9692,2468,577,589,225,1077,7224,758,1316,2374,2776
Orange,1999,9721,2346,501,513,220,1112,7375,713,1417,2518,2727
Orange,2000,9834,2507,497,606,246,1158,7327,706,1623,2217,2781
Orange,2001,9556,2543,473,605,229,1236,7013,705,1641,2217,2450
Orange,2002,9275,2604,527,581,195,1301,6671,713,1438,2053,2467
Orange,2003,9393,2536,505,575,201,1255,6857,744,1499,2129,2485
Orange,2004,9186,2454,578,550,170,1156,6732,837,1596,1992,2307
Orange,2005,9709,2670,637,558,213,1262,7039,1120,1516,2005,2398
Orange,2006,9865,2832,684,620,220,1308,7033,1174,1564,1975,2320
Orange,2007,9745,2733,565,584,235,1349,7012,999,1541,1958,2514
Orange,2008,9381,2542,499,602,226,1215,6839,994,1316,2203,2326
Orange,2009,10025,2460,463,627,196,1174,7565,1144,1289,2726,2406
Orange,2010,9903,2450,441,576,263,1170,7453,1151,1358,2631,2313
Orange,2011,9102,2331,367,587,200,1177,6771,944,1116,2520,2191
Orange,2012,8717,2249,395,583,161,1110,6468,1009,1028,2478,1953
Orange,2013,8682,2242,480,498,192,1072,6440,1215,1039,2256,1930
Orange,2014,8963,2366,536,510,202,1118,6597,1300,1213,2209,1875
Orange,2015,8984,2449,516,520,222,1191,6535,1347,1115,2097,1976
Orange,2016,9140,2401,521,514,168,1198,6739,1555,1089,2049,2046
Orleans,1970,111,44,1,17,1,25,67,14,4,20,29
Orleans,1971,211,79,15,17,4,43,132,25,14,35,58
Orleans,1972,277,80,9,16,3,52,197,19,41,65,72
Orleans,1973,422,108,16,23,3,66,314,35,74,68,137
Orleans,1974,469,112,23,32,3,54,357,38,102,74,143
Orleans,1975,515,127,12,35,7,73,388,32,97,119,140
Orleans,1976,562,133,20,32,8,73,429,40,120,100,169
Orleans,1977,498,106,9,28,12,57,392,12,111,106,163
Orleans,1978,473,109,2,13,21,73,364,3,123,110,128
Orleans,1979,519,130,2,25,18,85,389,7,96,128,158
Orleans,1980,680,178,4,52,27,95,502,4,135,133,230
Orleans,1981,722,176,20,50,23,83,546,13,136,177,220
Orleans,1982,738,146,3,49,26,68,592,10,205,164,213
Orleans,1983,735,155,3,50,23,79,580,32,187,145,216
Orleans,1984,718,145,4,52,18,71,573,8,166,185,214
Orleans,1985,595,186,2,54,28,102,409,7,91,138,173
Orleans,1986,637,175,11,62,13,89,462,7,136,124,195
Orleans,1987,746,148,11,55,24,58,598,11,142,186,259
Orleans,1988,683,158,11,44,36,67,525,11,162,149,203
Orleans,1989,781,187,19,41,44,83,594,4,205,148,237
Orleans,1990,1019,237,23,58,46,110,782,17,285,197,283
Orleans,1991,1028,242,22,70,61,89,786,18,250,226,292
Orleans,1992,918,243,28,57,47,111,675,16,180,216,263
Orleans,1993,975,226,32,47,41,106,749,18,225,210,296
Orleans,1994,926,238,49,65,51,73,688,8,216,197,267
Orleans,1995,867,200,20,53,36,91,667,20,179,183,285
Orleans,1996,936,250,20,72,40,118,686,11,193,185,297
Orleans,1997,932,247,43,55,41,108,685,12,211,198,264
Orleans,1998,930,238,39,72,38,89,692,24,225,151,292
Orleans,1999,840,213,23,47,55,88,627,30,208,167,222
Orleans,2000,764,189,33,39,26,91,575,23,175,134,243
Orleans,2001,704,207,53,37,31,86,497,29,98,140,230
Orleans,2002,772,225,27,49,34,115,547,8,137,116,286
Orleans,2003,773,257,53,56,26,122,516,32,129,113,242
Orleans,2004,829,260,30,60,23,147,569,19,110,120,320
