Row_Created_Date_Time,Service_Year,OMH_Region_Code,OMH_Region_Label,County_Label,Age_Group,Rate_Code_Group,Recipient_Count_By_County,Count_Of_ Recipients_By_Rate_Code_Group_And_County,Units_Total,Paid_Claim_Total
7/19/2017 9:44,2011,1,Western NY,Steuben,CHILD,Home and Community Based Services Waiver (HCBS),1216,161,11418,2782150
7/19/2017 9:44,2011,1,Western NY,Steuben,CHILD,Clinic Treatment,1216,925,7351,1084728
7/19/2017 9:44,2011,1,Western NY,Steuben,CHILD,Community Residence,1216,21,127,1281633
7/19/2017 9:44,2011,1,Western NY,Steuben,CHILD,Day Treatment,1216,39,4055,384866
7/19/2017 9:44,2011,1,Western NY,Steuben,CHILD,Family Based Treatment/Teaching Family Home,1216,31,260,1250910
7/19/2017 9:44,2011,1,Western NY,Steuben,CHILD,Psychiatric Inpatient,1216,122,919,730562
7/19/2017 9:44,2011,1,Western NY,Steuben,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1216,91,527,226739
7/19/2017 9:44,2011,1,Western NY,Tioga,ADULT,Clinic Treatment,567,503,6465,1072380
7/19/2017 9:44,2011,1,Western NY,Tioga,ADULT,Community Residence,567,14,115,315621
7/19/2017 9:44,2011,1,Western NY,Tioga,ADULT,"Targeted Case Management (ICM, BCM, SCM)",567,88,194,67555
7/19/2017 9:44,2011,1,Western NY,Tioga,CHILD,Clinic Treatment,297,284,3218,572542
7/19/2017 9:44,2011,1,Western NY,Tioga,CHILD,"Targeted Case Management (ICM, BCM, SCM)",297,13,0,-78
7/19/2017 9:44,2011,1,Western NY,Tompkins,ADULT,Continuing Day Treatment,1314,90,4728,314310
7/19/2017 9:44,2011,1,Western NY,Tompkins,ADULT,Clinic Treatment,1314,1193,12690,1646374
7/19/2017 9:44,2011,1,Western NY,Tompkins,ADULT,Community Residence,1314,59,303,744808
7/19/2017 9:44,2011,1,Western NY,Tompkins,ADULT,Psychiatric Inpatient,1314,100,894,795285
7/19/2017 9:44,2011,1,Western NY,Tompkins,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1314,149,1077,467317
7/19/2017 9:44,2011,1,Western NY,Tompkins,CHILD,Clinic Treatment,556,491,5457,520948
7/19/2017 9:44,2011,1,Western NY,Tompkins,CHILD,Community Residence,556,1,4,9924
7/19/2017 9:44,2011,1,Western NY,Tompkins,CHILD,Day Treatment,556,50,5595,712883
7/19/2017 9:44,2011,1,Western NY,Tompkins,CHILD,Psychiatric Inpatient,556,41,353,337798
7/19/2017 9:44,2011,1,Western NY,Tompkins,CHILD,"Targeted Case Management (ICM, BCM, SCM)",556,14,99,57717
7/19/2017 9:44,2011,1,Western NY,Wayne,ADULT,Continuing Day Treatment,1514,298,19173,1518531
7/19/2017 9:44,2011,1,Western NY,Wayne,ADULT,Clinic Treatment,1514,1090,11357,1708928
7/19/2017 9:44,2011,1,Western NY,Wayne,ADULT,Community Residence,1514,17,47,113617
7/19/2017 9:44,2011,1,Western NY,Wayne,ADULT,Psychiatric Inpatient,1514,142,1203,858628
7/19/2017 9:44,2011,1,Western NY,Wayne,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1514,106,671,302276
7/19/2017 9:44,2011,1,Western NY,Wayne,CHILD,Clinic Treatment,570,554,5266,726734
7/19/2017 9:44,2011,1,Western NY,Wayne,CHILD,Community Residence,570,17,95,919068
7/19/2017 9:44,2011,1,Western NY,Wayne,CHILD,"Targeted Case Management (ICM, BCM, SCM)",570,37,250,123164
7/19/2017 9:44,2011,1,Western NY,Wyoming,ADULT,Continuing Day Treatment,678,51,3328,202222
7/19/2017 9:44,2011,1,Western NY,Wyoming,ADULT,Clinic Treatment,678,556,6692,871928
7/19/2017 9:44,2011,1,Western NY,Wyoming,ADULT,Community Residence,678,13,45,118361
7/19/2017 9:44,2011,1,Western NY,Wyoming,ADULT,Psychiatric Inpatient,678,107,1110,894655
7/19/2017 9:44,2011,1,Western NY,Wyoming,ADULT,Personalized Recovery Oriented Services,678,54,691,216452
7/19/2017 9:44,2011,1,Western NY,Wyoming,CHILD,Clinic Treatment,350,350,3305,429866
7/19/2017 9:44,2011,1,Western NY,Yates,ADULT,Continuing Day Treatment,245,48,2760,160096
7/19/2017 9:44,2011,1,Western NY,Yates,ADULT,Clinic Treatment,245,133,796,62426
7/19/2017 9:44,2011,1,Western NY,Yates,ADULT,Psychiatric Inpatient,245,68,376,329978
7/19/2017 9:44,2011,1,Western NY,Yates,ADULT,"Targeted Case Management (ICM, BCM, SCM)",245,26,204,71412
7/19/2017 9:44,2011,1,Western NY,Yates,CHILD,Clinic Treatment,252,175,1120,241911
7/19/2017 9:44,2011,1,Western NY,Yates,CHILD,Day Treatment,252,72,6303,2239273
7/19/2017 9:44,2011,1,Western NY,Yates,CHILD,"Targeted Case Management (ICM, BCM, SCM)",252,11,86,30118
7/19/2017 9:44,2011,2,Central NY,Broome,ADULT,Assertive Community Treatment,2992,71,643,906093
7/19/2017 9:44,2011,2,Central NY,Broome,ADULT,Clinic Treatment,2992,2146,18091,2331915
7/19/2017 9:44,2011,2,Central NY,Broome,ADULT,Comprehensive Psychiatric Emergency Program,2992,363,460,230306
7/19/2017 9:44,2011,2,Central NY,Broome,ADULT,Community Residence,2992,96,687,1566916
7/19/2017 9:44,2011,2,Central NY,Broome,ADULT,Psychiatric Inpatient,2992,373,4827,3038445
7/19/2017 9:44,2011,2,Central NY,Broome,ADULT,Psychiatric Inpatient OMH,2992,38,5708,5284951
7/19/2017 9:44,2011,2,Central NY,Broome,ADULT,Intensive Psychiatric Rehabilitation Treatment,2992,12,204,21060
7/19/2017 9:44,2011,2,Central NY,Broome,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),2992,379,3550,5020290
7/19/2017 9:44,2011,2,Central NY,Broome,ADULT,"Targeted Case Management (ICM, BCM, SCM)",2992,275,2181,901850
7/19/2017 9:44,2011,2,Central NY,Broome,CHILD,Home and Community Based Services Waiver (HCBS),874,48,2216,746857
7/19/2017 9:44,2011,2,Central NY,Broome,CHILD,Clinic Treatment,874,558,4614,849464
7/19/2017 9:44,2011,2,Central NY,Broome,CHILD,Comprehensive Psychiatric Emergency Program,874,144,174,88622
7/19/2017 9:44,2011,2,Central NY,Broome,CHILD,Community Residence,874,16,89,875531
7/19/2017 9:44,2011,2,Central NY,Broome,CHILD,Day Treatment,874,40,2543,260736
7/19/2017 9:44,2011,2,Central NY,Broome,CHILD,Psychiatric Inpatient,874,1,8,6094
7/19/2017 9:44,2011,2,Central NY,Broome,CHILD,Psychiatric Inpatient OMH,874,156,4617,6290083
7/19/2017 9:44,2011,2,Central NY,Broome,CHILD,Residential Treatment Facility,874,36,4560,2257839
7/19/2017 9:44,2011,2,Central NY,Broome,CHILD,"Targeted Case Management (ICM, BCM, SCM)",874,140,787,412785
7/19/2017 9:44,2011,2,Central NY,Cayuga,ADULT,Clinic Treatment,1109,1051,10911,1428343
7/19/2017 9:44,2011,2,Central NY,Cayuga,ADULT,Community Residence,1109,54,371,730793
7/19/2017 9:44,2011,2,Central NY,Cayuga,ADULT,Psychiatric Inpatient,1109,104,1009,806645
7/19/2017 9:44,2011,2,Central NY,Cayuga,ADULT,Intensive Psychiatric Rehabilitation Treatment,1109,39,1526,212330
7/19/2017 9:44,2011,2,Central NY,Cayuga,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1109,90,654,335749
7/19/2017 9:44,2011,2,Central NY,Cayuga,CHILD,Clinic Treatment,575,463,5087,601341
7/19/2017 9:44,2011,2,Central NY,Cayuga,CHILD,Community Residence,575,1,5,10104
7/19/2017 9:44,2011,2,Central NY,Cayuga,CHILD,Day Treatment,575,40,3619,355813
7/19/2017 9:44,2011,2,Central NY,Cayuga,CHILD,Family Based Treatment/Teaching Family Home,575,24,203,1047745
7/19/2017 9:44,2011,2,Central NY,Cayuga,CHILD,Residential Treatment Facility,575,71,14238,7720370
7/19/2017 9:44,2011,2,Central NY,Cayuga,CHILD,"Targeted Case Management (ICM, BCM, SCM)",575,28,159,79288
7/19/2017 9:44,2011,2,Central NY,Chenango,ADULT,Clinic Treatment,691,688,7949,1280207
7/19/2017 9:44,2011,2,Central NY,Chenango,ADULT,Community Residence,691,21,123,357343
7/19/2017 9:44,2011,2,Central NY,Chenango,CHILD,Clinic Treatment,363,345,2603,452294
7/19/2017 9:44,2011,2,Central NY,Chenango,CHILD,Community Residence,363,2,2,5899
7/19/2017 9:44,2011,2,Central NY,Chenango,CHILD,Residential Treatment Facility,363,19,2015,999334
7/19/2017 9:44,2011,2,Central NY,Clinton,ADULT,Clinic Treatment,1498,1158,8015,1252078
7/19/2017 9:44,2011,2,Central NY,Clinton,ADULT,Community Residence,1498,49,381,825827
7/19/2017 9:44,2011,2,Central NY,Clinton,ADULT,Psychiatric Inpatient,1498,241,2252,2334416
7/19/2017 9:44,2011,2,Central NY,Clinton,ADULT,Personalized Recovery Oriented Services,1498,263,3254,1031092
7/19/2017 9:44,2011,2,Central NY,Clinton,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1498,146,998,432307
7/19/2017 9:44,2011,2,Central NY,Clinton,CHILD,Home and Community Based Services Waiver (HCBS),788,24,4059,513631
7/19/2017 9:44,2011,2,Central NY,Clinton,CHILD,Clinic Treatment,788,697,6792,1220202
7/19/2017 9:44,2011,2,Central NY,Clinton,CHILD,Community Residence,788,4,24,53507
7/19/2017 9:44,2011,2,Central NY,Clinton,CHILD,Family Based Treatment/Teaching Family Home,788,21,223,1139824
7/19/2017 9:44,2011,2,Central NY,Clinton,CHILD,Psychiatric Inpatient,788,94,1435,1541714
7/19/2017 9:44,2011,2,Central NY,Clinton,CHILD,"Targeted Case Management (ICM, BCM, SCM)",788,74,408,203466
7/19/2017 9:44,2011,2,Central NY,Cortland,ADULT,Continuing Day Treatment,802,47,4269,221941
7/19/2017 9:44,2011,2,Central NY,Cortland,ADULT,Clinic Treatment,802,725,8753,952814
7/19/2017 9:44,2011,2,Central NY,Cortland,ADULT,Community Residence,802,27,170,437859
7/19/2017 9:44,2011,2,Central NY,Cortland,ADULT,Psychiatric Inpatient,802,68,589,562953
7/19/2017 9:44,2011,2,Central NY,Cortland,ADULT,"Targeted Case Management (ICM, BCM, SCM)",802,65,461,215798
7/19/2017 9:44,2011,2,Central NY,Cortland,CHILD,Clinic Treatment,409,341,3827,329503
7/19/2017 9:44,2011,2,Central NY,Cortland,CHILD,Community Residence,409,1,2,5148
7/19/2017 9:44,2011,2,Central NY,Cortland,CHILD,Day Treatment,409,64,5672,445023
7/19/2017 9:44,2011,2,Central NY,Cortland,CHILD,Psychiatric Inpatient,409,1,17,16201
7/19/2017 9:44,2011,2,Central NY,Cortland,CHILD,"Targeted Case Management (ICM, BCM, SCM)",409,37,263,153181
7/19/2017 9:44,2011,2,Central NY,Delaware,ADULT,Clinic Treatment,700,631,4140,778456
7/19/2017 9:44,2011,2,Central NY,Delaware,ADULT,Community Residence,700,26,211,607248
7/19/2017 9:44,2011,2,Central NY,Delaware,ADULT,"Targeted Case Management (ICM, BCM, SCM)",700,96,452,175136
7/19/2017 9:44,2011,2,Central NY,Delaware,CHILD,Clinic Treatment,337,310,2101,400733
7/19/2017 9:44,2011,2,Central NY,Delaware,CHILD,Community Residence,337,1,3,8652
7/19/2017 9:44,2011,2,Central NY,Delaware,CHILD,Family Based Treatment/Teaching Family Home,337,21,118,595259
7/19/2017 9:44,2011,2,Central NY,Delaware,CHILD,"Targeted Case Management (ICM, BCM, SCM)",337,29,160,56028
7/19/2017 9:44,2011,2,Central NY,Essex,ADULT,Clinic Treatment,252,233,1599,353136
7/19/2017 9:44,2011,2,Central NY,Essex,ADULT,"Targeted Case Management (ICM, BCM, SCM)",252,49,379,179785
7/19/2017 9:44,2011,2,Central NY,Essex,CHILD,Home and Community Based Services Waiver (HCBS),140,19,136,457395
7/19/2017 9:44,2011,2,Central NY,Essex,CHILD,Clinic Treatment,140,124,1175,259055
7/19/2017 9:44,2011,2,Central NY,Essex,CHILD,"Targeted Case Management (ICM, BCM, SCM)",140,20,110,64060
7/19/2017 9:44,2011,2,Central NY,Franklin,ADULT,Clinic Treatment,1051,1018,8853,1496059
7/19/2017 9:44,2011,2,Central NY,Franklin,ADULT,Community Residence,1051,39,333,863332
7/19/2017 9:44,2011,2,Central NY,Franklin,ADULT,Psychiatric Inpatient,1051,26,282,288760
7/19/2017 9:44,2011,2,Central NY,Franklin,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1051,100,615,295495
7/19/2017 9:44,2011,2,Central NY,Franklin,CHILD,Home and Community Based Services Waiver (HCBS),451,23,140,659110
7/19/2017 9:44,2011,2,Central NY,Franklin,CHILD,Clinic Treatment,451,439,4015,740119
7/19/2017 9:44,2011,2,Central NY,Franklin,CHILD,Community Residence,451,20,92,903200
7/19/2017 9:44,2011,2,Central NY,Franklin,CHILD,"Targeted Case Management (ICM, BCM, SCM)",451,68,426,204635
7/19/2017 9:44,2011,2,Central NY,Fulton,ADULT,Continuing Day Treatment,739,52,7761,522956
7/19/2017 9:44,2011,2,Central NY,Fulton,ADULT,Clinic Treatment,739,663,6865,1001133
7/19/2017 9:44,2011,2,Central NY,Fulton,ADULT,Community Residence,739,79,541,1388465
7/19/2017 9:44,2011,2,Central NY,Fulton,CHILD,Clinic Treatment,292,276,4991,471739
7/19/2017 9:44,2011,2,Central NY,Fulton,CHILD,Community Residence,292,2,4,8658
7/19/2017 9:44,2011,2,Central NY,Fulton,CHILD,Day Treatment,292,17,1223,93718
7/19/2017 9:44,2011,2,Central NY,Fulton,CHILD,Family Based Treatment/Teaching Family Home,292,17,146,780756
7/19/2017 9:44,2011,2,Central NY,Herkimer,ADULT,Clinic Treatment,449,408,3226,666596
7/19/2017 9:44,2011,2,Central NY,Herkimer,ADULT,Community Residence,449,50,322,797495
7/19/2017 9:44,2011,2,Central NY,Herkimer,ADULT,"Targeted Case Management (ICM, BCM, SCM)",449,29,45,15705
7/19/2017 9:44,2011,2,Central NY,Herkimer,CHILD,Clinic Treatment,152,145,947,194928
7/19/2017 9:44,2011,2,Central NY,Herkimer,CHILD,Community Residence,152,2,4,10117
7/19/2017 9:44,2011,2,Central NY,Herkimer,CHILD,"Targeted Case Management (ICM, BCM, SCM)",152,9,42,24558
7/19/2017 9:44,2011,2,Central NY,Jefferson,ADULT,Continuing Day Treatment,1086,34,1173,49636
7/19/2017 9:44,2011,2,Central NY,Jefferson,ADULT,Clinic Treatment,1086,852,7075,719346
7/19/2017 9:44,2011,2,Central NY,Jefferson,ADULT,Community Residence,1086,106,681,1482228
7/19/2017 9:44,2011,2,Central NY,Jefferson,ADULT,Psychiatric Inpatient,1086,269,2753,2144944
7/19/2017 9:44,2011,2,Central NY,Jefferson,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1086,84,455,203521
7/19/2017 9:44,2011,2,Central NY,Jefferson,CHILD,Home and Community Based Services Waiver (HCBS),458,73,5175,1170530
7/19/2017 9:44,2011,2,Central NY,Jefferson,CHILD,Clinic Treatment,458,348,3481,372844
7/19/2017 9:44,2011,2,Central NY,Jefferson,CHILD,Community Residence,458,13,82,783318
7/19/2017 9:44,2011,2,Central NY,Jefferson,CHILD,Day Treatment,458,18,1838,665222
7/19/2017 9:44,2011,2,Central NY,Jefferson,CHILD,"Targeted Case Management (ICM, BCM, SCM)",458,91,503,264973
7/19/2017 9:44,2011,2,Central NY,Lewis,ADULT,Clinic Treatment,347,341,3237,601561
7/19/2017 9:44,2011,2,Central NY,Lewis,ADULT,"Targeted Case Management (ICM, BCM, SCM)",347,48,319,135747
7/19/2017 9:44,2011,2,Central NY,Lewis,CHILD,Clinic Treatment,196,196,2197,491069
7/19/2017 9:44,2011,2,Central NY,Lewis,CHILD,"Targeted Case Management (ICM, BCM, SCM)",196,13,109,63491
7/19/2017 9:44,2011,2,Central NY,Madison,ADULT,Continuing Day Treatment,743,86,8101,804816
7/19/2017 9:44,2011,2,Central NY,Madison,ADULT,Clinic Treatment,743,674,6929,1110463
7/19/2017 9:44,2011,2,Central NY,Madison,ADULT,Community Residence,743,35,208,468132
7/19/2017 9:44,2011,2,Central NY,Madison,ADULT,"Targeted Case Management (ICM, BCM, SCM)",743,83,532,238342
7/19/2017 9:44,2011,2,Central NY,Madison,CHILD,Clinic Treatment,382,352,3479,547053
7/19/2017 9:44,2011,2,Central NY,Madison,CHILD,Community Residence,382,19,82,187347
7/19/2017 9:44,2011,2,Central NY,Madison,CHILD,"Targeted Case Management (ICM, BCM, SCM)",382,40,231,103336
7/19/2017 9:44,2011,2,Central NY,Montgomery,ADULT,Continuing Day Treatment,1208,90,2582,149094
7/19/2017 9:44,2011,2,Central NY,Montgomery,ADULT,Clinic Treatment,1208,988,5439,487522
7/19/2017 9:44,2011,2,Central NY,Montgomery,ADULT,Community Residence,1208,60,493,1104923
7/19/2017 9:44,2011,2,Central NY,Montgomery,ADULT,Psychiatric Inpatient,1208,185,1432,1193950
7/19/2017 9:44,2011,2,Central NY,Montgomery,ADULT,Intensive Psychiatric Rehabilitation Treatment,1208,37,1221,127605
7/19/2017 9:44,2011,2,Central NY,Montgomery,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1208,115,781,378341
7/19/2017 9:44,2011,2,Central NY,Montgomery,CHILD,Clinic Treatment,695,658,6240,598483
7/19/2017 9:44,2011,2,Central NY,Montgomery,CHILD,Community Residence,695,15,67,646290
7/19/2017 9:44,2011,2,Central NY,Montgomery,CHILD,Psychiatric Inpatient,695,11,24,22865
7/19/2017 9:44,2011,2,Central NY,Montgomery,CHILD,"Targeted Case Management (ICM, BCM, SCM)",695,72,574,297384
7/19/2017 9:44,2011,2,Central NY,Oneida,ADULT,Assertive Community Treatment,4524,66,604,769155
7/19/2017 9:44,2011,2,Central NY,Oneida,ADULT,Continuing Day Treatment,4524,113,4166,219518
7/19/2017 9:44,2011,2,Central NY,Oneida,ADULT,Clinic Treatment,4524,3306,28725,3011613
7/19/2017 9:44,2011,2,Central NY,Oneida,ADULT,Community Residence,4524,204,1516,5487088
7/19/2017 9:44,2011,2,Central NY,Oneida,ADULT,Psychiatric Inpatient,4524,516,3352,2254471
7/19/2017 9:44,2011,2,Central NY,Oneida,ADULT,Psychiatric Inpatient OMH,4524,26,3580,3359961
7/19/2017 9:44,2011,2,Central NY,Oneida,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),4524,706,7173,10151473
7/19/2017 9:44,2011,2,Central NY,Oneida,ADULT,"Targeted Case Management (ICM, BCM, SCM)",4524,642,4184,1472970
7/19/2017 9:44,2011,2,Central NY,Oneida,CHILD,Clinic Treatment,2147,1900,15746,4132346
7/19/2017 9:44,2011,2,Central NY,Oneida,CHILD,Community Residence,2147,1,3,8651
7/19/2017 9:44,2011,2,Central NY,Oneida,CHILD,Psychiatric Inpatient OMH,2147,278,8583,11629319
7/19/2017 9:44,2011,2,Central NY,Oneida,CHILD,Residential Treatment Facility,2147,22,5042,2805084
7/19/2017 9:44,2011,2,Central NY,Oneida,CHILD,"Targeted Case Management (ICM, BCM, SCM)",2147,50,298,173264
7/19/2017 9:44,2011,2,Central NY,Onondaga,ADULT,Assertive Community Treatment,5101,59,577,768240
7/19/2017 9:44,2011,2,Central NY,Onondaga,ADULT,Continuing Day Treatment,5101,406,19581,1581795
7/19/2017 9:44,2011,2,Central NY,Onondaga,ADULT,Clinic Treatment,5101,2869,37304,3474300
7/19/2017 9:44,2011,2,Central NY,Onondaga,ADULT,Comprehensive Psychiatric Emergency Program,5101,1019,1911,894028
7/19/2017 9:44,2011,2,Central NY,Onondaga,ADULT,Community Residence,5101,191,1769,5904528
7/19/2017 9:44,2011,2,Central NY,Onondaga,ADULT,Psychiatric Inpatient,5101,598,8093,5667657
7/19/2017 9:44,2011,2,Central NY,Onondaga,ADULT,Psychiatric Inpatient OMH,5101,23,2850,2638049
7/19/2017 9:44,2011,2,Central NY,Onondaga,ADULT,Intensive Psychiatric Rehabilitation Treatment,5101,25,1220,62787
7/19/2017 9:44,2011,2,Central NY,Onondaga,ADULT,Partial Hospitalization,5101,10,192,23532
7/19/2017 9:44,2011,2,Central NY,Onondaga,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),5101,851,9157,12972437
7/19/2017 9:44,2011,2,Central NY,Onondaga,ADULT,"Targeted Case Management (ICM, BCM, SCM)",5101,663,4033,1752486
7/19/2017 9:44,2011,2,Central NY,Onondaga,CHILD,Home and Community Based Services Waiver (HCBS),2313,112,13946,2400483
7/19/2017 9:44,2011,2,Central NY,Onondaga,CHILD,Clinic Treatment,2313,1969,28757,4344463
7/19/2017 9:44,2011,2,Central NY,Onondaga,CHILD,Comprehensive Psychiatric Emergency Program,2313,230,315,144769
7/19/2017 9:44,2011,2,Central NY,Onondaga,CHILD,Community Residence,2313,30,-3,534845
7/19/2017 9:44,2011,2,Central NY,Onondaga,CHILD,Day Treatment,2313,74,8287,2879501
7/19/2017 9:44,2011,2,Central NY,Onondaga,CHILD,Psychiatric Inpatient,2313,94,236,200210
7/19/2017 9:44,2011,2,Central NY,Onondaga,CHILD,Psychiatric Inpatient OMH,2313,228,7114,9863555
7/19/2017 9:44,2011,2,Central NY,Onondaga,CHILD,Partial Hospitalization,2313,1,23,2819
7/19/2017 9:44,2011,2,Central NY,Onondaga,CHILD,"Targeted Case Management (ICM, BCM, SCM)",2313,80,488,260484
7/19/2017 9:44,2011,2,Central NY,Oswego,ADULT,Assertive Community Treatment,1669,48,439,668000
7/19/2017 9:44,2011,2,Central NY,Oswego,ADULT,Continuing Day Treatment,1669,74,3089,297215
7/19/2017 9:44,2011,2,Central NY,Oswego,ADULT,Clinic Treatment,1669,1450,7444,482077
7/19/2017 9:44,2011,2,Central NY,Oswego,ADULT,Community Residence,1669,58,413,1044927
7/19/2017 9:44,2011,2,Central NY,Oswego,ADULT,Psychiatric Inpatient,1669,256,2136,1683393
7/19/2017 9:44,2011,2,Central NY,Oswego,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1669,122,598,208660
7/19/2017 9:44,2011,2,Central NY,Oswego,CHILD,Clinic Treatment,528,522,2678,222630
7/19/2017 9:44,2011,2,Central NY,Oswego,CHILD,Community Residence,528,2,3,7351
7/19/2017 9:44,2011,2,Central NY,Oswego,CHILD,Psychiatric Inpatient,528,2,7,6383
7/19/2017 9:44,2011,2,Central NY,Oswego,CHILD,"Targeted Case Management (ICM, BCM, SCM)",528,46,393,221901
7/19/2017 9:44,2011,2,Central NY,Otsego,ADULT,Clinic Treatment,644,516,2751,399089
7/19/2017 9:44,2011,2,Central NY,Otsego,ADULT,Community Residence,644,20,178,515852
7/19/2017 9:44,2011,2,Central NY,Otsego,ADULT,Psychiatric Inpatient,644,148,1993,1341396
7/19/2017 9:44,2011,2,Central NY,Otsego,ADULT,"Targeted Case Management (ICM, BCM, SCM)",644,27,111,50825
7/19/2017 9:44,2011,2,Central NY,Otsego,CHILD,Clinic Treatment,284,274,1474,198096
7/19/2017 9:44,2011,2,Central NY,Otsego,CHILD,Community Residence,284,7,28,294272
7/19/2017 9:44,2011,2,Central NY,Otsego,CHILD,"Targeted Case Management (ICM, BCM, SCM)",284,11,36,12668
7/19/2017 9:44,2011,2,Central NY,Saint Lawrence,ADULT,Assertive Community Treatment,1938,42,342,513856
7/19/2017 9:44,2011,2,Central NY,Saint Lawrence,ADULT,Clinic Treatment,1938,905,7246,1627064
7/19/2017 9:44,2011,2,Central NY,Saint Lawrence,ADULT,Community Residence,1938,30,185,477540
7/19/2017 9:44,2011,2,Central NY,Saint Lawrence,ADULT,Psychiatric Inpatient,1938,339,3888,2706554
7/19/2017 9:44,2011,2,Central NY,Saint Lawrence,ADULT,Psychiatric Inpatient OMH,1938,24,4124,3821697
7/19/2017 9:44,2011,2,Central NY,Saint Lawrence,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),1938,1040,9806,13869406
7/19/2017 9:44,2011,2,Central NY,Saint Lawrence,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1938,91,552,189292
7/19/2017 9:44,2011,2,Central NY,Saint Lawrence,CHILD,Clinic Treatment,701,542,5005,1318609
7/19/2017 9:44,2011,2,Central NY,Saint Lawrence,CHILD,Day Treatment,701,19,1140,262414
7/19/2017 9:44,2011,2,Central NY,Saint Lawrence,CHILD,Psychiatric Inpatient OMH,701,233,6707,9550341
7/19/2017 9:44,2011,3,Hudson River,Albany,ADULT,Assertive Community Treatment,4871,62,637,909325
7/19/2017 9:44,2011,3,Hudson River,Albany,ADULT,Continuing Day Treatment,4871,209,8128,428602
7/19/2017 9:44,2011,3,Hudson River,Albany,ADULT,Clinic Treatment,4871,1183,13362,3270935
7/19/2017 9:44,2011,3,Hudson River,Albany,ADULT,Community Residence,4871,339,3153,9210745
7/19/2017 9:44,2011,3,Hudson River,Albany,ADULT,Psychiatric Inpatient,4871,376,3241,2917241
7/19/2017 9:44,2011,3,Hudson River,Albany,ADULT,Psychiatric Inpatient OMH,4871,38,4446,4122651
7/19/2017 9:44,2011,3,Hudson River,Albany,ADULT,Intensive Psychiatric Rehabilitation Treatment,4871,67,1481,136249
7/19/2017 9:44,2011,3,Hudson River,Albany,ADULT,Personalized Recovery Oriented Services,4871,329,2713,1004645
7/19/2017 9:44,2011,3,Hudson River,Albany,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),4871,560,5682,8046902
7/19/2017 9:44,2011,3,Hudson River,Albany,ADULT,"Targeted Case Management (ICM, BCM, SCM)",4871,2615,17903,17315540
7/19/2017 9:44,2011,3,Hudson River,Albany,CHILD,Home and Community Based Services Waiver (HCBS),1445,237,6999,4770056
7/19/2017 9:44,2011,3,Hudson River,Albany,CHILD,Clinic Treatment,1445,595,8993,1566456
7/19/2017 9:44,2011,3,Hudson River,Albany,CHILD,Community Residence,1445,16,106,1021418
7/19/2017 9:44,2011,3,Hudson River,Albany,CHILD,Day Treatment,1445,153,18417,1467122
7/19/2017 9:44,2011,3,Hudson River,Albany,CHILD,Family Based Treatment/Teaching Family Home,1445,16,99,541130
7/19/2017 9:44,2011,3,Hudson River,Albany,CHILD,Psychiatric Inpatient,1445,5,12,12555
7/19/2017 9:44,2011,3,Hudson River,Albany,CHILD,Residential Treatment Facility,1445,39,7262,2962364
7/19/2017 9:44,2011,3,Hudson River,Albany,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1445,544,3054,2907868
7/19/2017 9:44,2011,3,Hudson River,Columbia,ADULT,Continuing Day Treatment,809,66,5576,634234
7/19/2017 9:44,2011,3,Hudson River,Columbia,ADULT,Clinic Treatment,809,631,7462,1165659
7/19/2017 9:44,2011,3,Hudson River,Columbia,ADULT,Community Residence,809,42,341,927934
7/19/2017 9:44,2011,3,Hudson River,Columbia,ADULT,Psychiatric Inpatient,809,144,2183,1699290
7/19/2017 9:44,2011,3,Hudson River,Columbia,ADULT,Intensive Psychiatric Rehabilitation Treatment,809,17,467,44183
7/19/2017 9:44,2011,3,Hudson River,Columbia,ADULT,Personalized Recovery Oriented Services,809,90,331,166332
7/19/2017 9:44,2011,3,Hudson River,Columbia,ADULT,"Targeted Case Management (ICM, BCM, SCM)",809,88,709,390753
7/19/2017 9:44,2011,3,Hudson River,Columbia,CHILD,Clinic Treatment,230,219,1752,295727
7/19/2017 9:44,2011,3,Hudson River,Columbia,CHILD,"Targeted Case Management (ICM, BCM, SCM)",230,39,294,163262
7/19/2017 9:44,2011,3,Hudson River,Dutchess,ADULT,Assertive Community Treatment,3809,58,488,571100
7/19/2017 9:44,2011,3,Hudson River,Dutchess,ADULT,Continuing Day Treatment,3809,401,35340,2620784
7/19/2017 9:44,2011,3,Hudson River,Dutchess,ADULT,Clinic Treatment,3809,2697,30413,5588501
7/19/2017 9:44,2011,3,Hudson River,Dutchess,ADULT,Community Residence,3809,131,868,2322782
